time,x,y,vx,vy,energy,angular_momentum
1.322,-0.4370396211710816,0.899458023839053,-5.651325504060177,-2.745872866196255,-19.739208796652573,6.28318530717957
1.323,-0.44268232022586856,0.8966943971385586,-5.633961229297899,-2.781325982352456,-19.739208796630873,6.28318530717957
1.324,-0.4483075436296774,0.8938953718743482,-5.616374547077278,-2.816669294945836,-19.73920879660925,6.28318530717957
1.325,-0.4539150693200231,0.8910610585486669,-5.59856615172779,-2.85190140879327,-19.73920879658769,6.28318530717957
1.326,-0.459504675933133,0.8881915690567616,-5.580536746330606,-2.887020933102148,-19.739208796566203,6.283185307179569
1.327,-0.46507614281268433,0.8852870166824626,-5.562287042690826,-2.9220264815252666,-19.739208796544776,6.283185307179569
1.328,-0.47062925001851463,0.882347516093711,-5.543817761309375,-2.956916672215546,-19.73920879652342,6.28318530717957
1.329,-0.4761637783353031,0.8793731833380314,-5.525129631354545,-2.9916901278805708,-19.73920879650215,6.283185307179569
1.33,-0.4816795092812237,0.8763641358379498,-5.506223390633206,-3.026345475836949,-19.73920879648094,6.2831853071795685
1.331,-0.4871762251165695,0.8733204923863574,-5.48709978556167,-3.06088134806449,-19.73920879645981,6.2831853071795685
1.332,-0.49265370885234705,0.8702423731418207,-5.467759571136215,-3.0952963812601966,-19.73920879643875,6.2831853071795685
1.333,-0.4981117442588419,0.867129899623837,-5.448203510903276,-3.1295892168920747,-19.739208796417763,6.2831853071795685
1.334,-0.5035501158741535,0.8639831947080366,-5.428432376929289,-3.163758501252749,-19.739208796396852,6.283185307179568
1.335,-0.5089686090127005,0.8608023826213316,-5.408446949770211,-3.197802885512894,-19.739208796376023,6.2831853071795685
1.336,-0.514367009773694,0.8575875889370108,-5.388248018440693,-3.231721025774467,-19.739208796355268,6.2831853071795685
1.337,-0.5197451050495818,0.8543389405697825,-5.367836380382929,-3.26551158312375,-19.739208796334584,6.2831853071795685
1.338,-0.5251026825344598,0.8510565657707633,-5.347212841435165,-3.299173223684193,-19.73920879631399,6.283185307179568
1.339,-0.5304395307324521,0.8477405941224142,-5.326378215799881,-3.3327046186690605,-19.739208796293468,6.283185307179568
1.34,-0.5357554389660595,0.8443911565334252,-5.3053333260116435,-3.3661044444338724,-19.739208796273026,6.2831853071795685
1.341,-0.5410501973844754,0.8410083852335465,-5.284079002904625,-3.399371382528647,-19.73920879625266,6.2831853071795685
1.342,-0.5463235969718687,0.8375924137683679,-5.262616085579801,-3.432504119749936,-19.739208796232386,6.2831853071795685
1.343,-0.5515754295556349,0.8341433769940466,-5.240945421371817,-3.465501348192653,-19.739208796212196,6.2831853071795685
1.344,-0.5568054878146123,0.8306614110719827,-5.219067865815533,-3.498361765301693,-19.73920879619208,6.2831853071795685
1.345,-0.5620135652872659,0.8271466534634433,-5.196984282612242,-3.53108407392334,-19.739208796172058,6.2831853071795685
1.346,-0.5671994563798367,0.823599242924136,-5.174695543595569,-3.56366698235646,-19.73920879615212,6.2831853071795685
1.347,-0.572362956374457,0.8200193194987304,-5.1522025286970505,-3.596109204403485,-19.739208796132267,6.2831853071795685
1.348,-0.5775038614372308,0.8164070245153291,-5.129506125911387,-3.628409459421169,-19.739208796112496,6.283185307179569
1.349,-0.5826219686262797,0.8127625005798881,-5.106607231261385,-3.660566472371135,-19.73920879609282,6.2831853071795685
1.35,-0.5877170758997535,0.8090858915705869,-5.083506748762579,-3.6925789738701935,-19.73920879607323,6.2831853071795685
1.351,-0.5927889821238049,0.8053773426321478,-5.06020559038754,-3.724445700240443,-19.739208796053724,6.283185307179569
1.352,-0.5978374870805286,0.801637000170106,-5.036704676029866,-3.7561653935591415,-19.739208796034312,6.2831853071795685
1.353,-0.6028623914758646,0.7978650118450294,-5.013004933467866,-3.7877368017083506,-19.739208796014992,6.283185307179569
